uid,sid,timestamp
227,3488,1117756800
5708,5439,1118016000
5503,4968,1118275200
12426,3607,1118534400
5503,2941,1118707200
19046,10051,1119052800
19046,1333,1119052800
11041,8504,1119139200
17535,8387,1119312000
11158,10187,1119484800
11041,787,1119484800
8859,4925,1119571200
8083,5146,1119830400
14471,6058,1119830400
5708,713,1119830400
5708,7255,1119830400
5708,8833,1119830400
5503,2459,1120003200
7832,5119,1120003200
5503,10737,1120089600
7832,11705,1120089600
15383,81,1120176000
2491,8432,1120176000
18296,5824,1120262400
18296,1436,1120262400
5752,8356,1120348800
7832,5824,1120521600
7832,7427,1120521600
7832,3877,1120694400
19046,3366,1120780800
7832,1436,1120867200
7832,9598,1120953600
7336,5660,1121040000
11158,11273,1121817600
11342,4925,1122163200
1112,5691,1122336000
18296,10418,1122422400
10529,2082,1122681600
3652,5101,1122854400
16071,3366,1123200000
18296,1968,1123459200
5859,9681,1123891200
3780,6619,1123891200
7832,7932,1124064000
9507,2724,1124150400
9507,4656,1124150400
9507,4479,1124150400
7832,9359,1124668800
11725,7376,1125964800
16646,5910,1126137600
16646,10364,1126137600
16646,11705,1126137600
6083,5060,1126396800
1633,7917,1126483200
15383,2082,1126483200
16395,3175,1126483200
2468,3313,1126656000
19168,3926,1126828800
959,3699,1127347200
15205,1367,1127433600
17535,4707,1127433600
7832,10222,1127520000
7832,5910,1127520000
11158,4741,1128211200
11158,4254,1128211200
4854,1892,1128211200
11158,4429,1128211200
11158,8750,1128297600
227,11661,1128384000
227,2837,1128384000
7606,9463,1129075200
7606,2041,1129075200
5624,4537,1129161600
11338,2843,1129420800
5503,7550,1129593600
16666,10702,1129593600
9307,9463,1129680000
9307,7891,1129680000
3477,5144,1129680000
20444,3699,1129939200
19988,6048,1129939200
19988,110,1129939200
19988,4707,1129939200
5503,2843,1129939200
3809,5101,1130284800
22089,4925,1130371200
5503,4744,1130544000
11158,6222,1130630400
11158,12048,1130630400
11158,6038,1130630400
22000,5542,1130803200
7832,3656,1131926400
16395,5208,1132531200
5503,4864,1132617600
15825,6551,1132790400
16646,3656,1133136000
11158,10846,1133308800
11158,1679,1133568000
11158,5664,1133568000
13694,599,1133568000
6224,9598,1133654400
3552,887,1133654400
22000,9463,1133827200
6421,5027,1133913600
5503,2830,1134172800
6421,10401,1134345600
21755,9529,1135209600
12847,9463,1135555200
12847,7891,1135555200
14659,5334,1135814400
7949,3586,1136160000
14659,8627,1136764800
12847,5598,1136764800
12847,2941,1136764800
14659,5039,1136851200
14842,5208,1137110400
6421,10388,1137110400
15795,7273,1137110400
14659,511,1137283200
14659,3616,1137283200
22000,7891,1137369600
3552,492,1137715200
6421,7632,1137715200
14345,5268,1137715200
14449,3699,1138320000
11511,5587,1138838400
14659,10401,1138924800
15182,10004,1139011200
2781,10974,1139011200
3552,8356,1139097600
18089,8802,1139097600
9290,5426,1139702400
9916,7891,1139961600
16646,5753,1140048000
11725,11801,1140307200
2777,11968,1140480000
3552,10187,1140652800
3552,12087,1140652800
20239,4885,1140739200
4536,10388,1140825600
4536,9199,1140825600
14176,119,1140912000
2641,6520,1141257600
11158,3206,1141603200
8147,3338,1141862400
8147,6319,1141862400
13619,383,1142208000
8147,6023,1142467200
8147,5439,1142467200
8147,9129,1142467200
8147,11224,1142553600
8147,713,1142553600
8147,4456,1142553600
22000,2056,1142985600
8766,9354,1143158400
5536,3206,1143244800
11158,9506,1143331200
8147,3013,1143590400
1621,3206,1144195200
21872,383,1144368000
18039,11377,1144540800
18039,7650,1144540800
18039,4986,1144540800
5503,11438,1144627200
4236,11182,1145145600
15205,3206,1145404800
11158,1334,1145577600
12913,11514,1146009600
14345,9812,1146355200
15182,10853,1146528000
11353,4429,1146787200
11353,3571,1146787200
11353,5303,1146787200
11353,3172,1146787200
11353,6200,1146787200
17077,3699,1147392000
2337,10418,1147564800
22000,7859,1147737600
15182,4910,1147996800
15075,6315,1148256000
5376,11661,1148428800
10114,279,1148947200
5426,2941,1149206400
16498,3699,1149465600
4819,8356,1149811200
11163,3206,1149811200
19319,7468,1149984000
5503,11178,1149984000
6421,6835,1150156800
15182,10702,1150502400
11158,6769,1150588800
18790,5208,1150848000
16071,1045,1150934400
5426,5598,1151020800
5426,7948,1151193600
14345,7182,1151280000
6224,4872,1151280000
6224,5119,1151280000
14963,339,1151366400
15182,5642,1151366400
14345,8373,1151712000
6224,11276,1151798400
5503,11334,1151798400
11158,9406,1152144000
11158,3701,1152144000
17902,489,1152230400
19474,7532,1152316800
17789,7452,1152403200
6224,11241,1152489600
7336,11276,1152489600
6224,10364,1152576000
19418,5038,1152921600
15503,5542,1153267200
15488,1831,1153353600
5503,7255,1153440000
5503,4885,1153440000
17040,3473,1153526400
19319,5039,1153526400
14829,10501,1153612800
15383,9257,1153785600
15383,3432,1153872000
15182,11507,1154044800
15383,9699,1154044800
4186,3253,1154131200
6952,3790,1154217600
11158,7349,1154390400
5503,8833,1154390400
15182,10457,1154736000
5503,1075,1154822400
3919,2419,1154822400
19046,1150,1154995200
2384,8802,1155340800
17535,3279,1155686400
11158,4731,1155772800
1085,1257,1156636800
9316,4575,1156809600
1112,12032,1156982400
1112,10103,1156982400
3946,8356,1157328000
21797,9940,1157414400
20141,10501,1157500800
8581,4951,1157673600
8581,5691,1157673600
8581,6038,1157673600
6238,5413,1157760000
2550,5980,1157760000
4854,2792,1157846400
4854,663,1157846400
8798,140,1158019200
4854,209,1158105600
4854,6415,1158105600
6238,2792,1158451200
11725,7325,1158624000
872,339,1158624000
17535,8187,1158710400
7725,4143,1158796800
19319,5263,1158969600
6224,11606,1159056000
8314,8036,1159401600
21209,10501,1159574400
4848,3339,1159660800
1655,11866,1159747200
8492,5208,1159920000
3385,10449,1160092800
21096,10501,1160092800
3385,2437,1160092800
3385,12012,1160092800
3385,4299,1160697600
5503,10702,1160697600
22278,1908,1160697600
7736,8036,1160784000
7736,4558,1160784000
1655,6786,1160956800
3385,7292,1160956800
6673,4684,1160956800
12951,8453,1161302400
4468,456,1161475200
1899,10501,1161475200
4346,11182,1161648000
1655,3206,1161648000
14849,5208,1161820800
16397,7856,1161907200
16397,4478,1161907200
16397,10736,1161907200
16397,448,1161907200
16397,3699,1161907200
6397,1279,1162080000
2634,6061,1162080000
10688,7859,1162166400
3385,6222,1162512000
13467,9077,1162598400
17902,9174,1162598400
5515,10208,1162684800
4346,5691,1162944000
22046,3607,1162944000
500,11838,1163116800
500,8231,1163116800
500,6214,1163116800
2660,5718,1163462400
14075,7891,1163635200
5503,9214,1163808000
5503,1246,1163808000
8991,5598,1163980800
20654,2664,1164412800
22106,4101,1164412800
21485,3742,1164499200
8991,9275,1164758400
8991,6417,1164758400
8991,5665,1164758400
14136,5642,1164844800
6542,9623,1164844800
7759,383,1165017600
19433,2015,1165104000
6542,5658,1165622400
16972,9463,1165795200
17314,10073,1165968000
3652,4775,1166054400
19168,5957,1166227200
19168,11606,1166227200
16397,5263,1166486400
645,5824,1166745600
645,5642,1166832000
6822,9257,1166832000
17033,6635,1166832000
645,1075,1166832000
7826,6496,1166918400
18688,6775,1167091200
22000,5598,1167091200
22000,2837,1167177600
22000,2792,1167177600
11158,5146,1167177600
15341,2583,1167264000
8433,9681,1167696000
7101,10520,1167782400
11158,3079,1168041600
1440,11040,1168128000
810,4602,1168128000
20017,11182,1168128000
17900,9392,1168128000
14017,1045,1168300800
19290,5101,1168300800
18804,10055,1168300800
7126,1875,1168473600
8512,8835,1168473600
7126,10501,1168473600
7126,1898,1168473600
8235,11705,1168473600
7126,7866,1168473600
7126,8356,1168473600
7336,3432,1168560000
7336,11117,1168560000
20964,7856,1168732800
13894,4127,1168732800
17273,10322,1168819200
16643,4652,1168819200
22000,3877,1168819200
19158,1045,1168905600
19158,2724,1168905600
22000,5957,1168905600
19158,3175,1168905600
19158,4656,1168905600
20285,5957,1169337600
3163,4119,1169596800
11158,2035,1169683200
17789,4684,1169769600
16868,3521,1169769600
8697,9391,1169942400
13894,5561,1170028800
16395,7237,1170028800
2434,9790,1170288000
15341,3432,1170288000
15182,5957,1170633600
5601,8357,1170720000
15189,2724,1170892800
19314,7436,1170892800
5503,3972,1171065600
22000,5664,1171152000
5035,9726,1171152000
22000,10846,1171152000
5892,8612,1171152000
17316,3473,1171238400
17316,8397,1171238400
19050,3175,1171238400
10688,3206,1171324800
6865,9985,1171324800
5376,4656,1171411200
1285,8833,1171497600
1285,7255,1171497600
2294,98,1171584000
17535,1703,1171584000
1285,11224,1171584000
2294,1908,1171756800
18796,886,1171843200
20017,4707,1171843200
21447,2605,1171843200
17535,8082,1171929600
20017,663,1171929600
12088,6929,1172361600
6194,7455,1172361600
17353,9829,1172448000
5503,707,1172620800
17535,6417,1172620800
541,8502,1172880000
17535,10364,1173139200
19402,374,1173312000
12637,4736,1173312000
2054,8690,1173312000
20444,3296,1173312000
19260,3596,1173312000
15559,1818,1173657600
1285,4456,1173916800
1285,10226,1173916800
22000,7948,1173916800
22084,11182,1174003200
16883,3633,1174003200
20654,9419,1174003200
11520,6276,1174089600
5503,3656,1174089600
14501,5279,1174176000
5503,8516,1174262400
14017,3175,1174348800
14017,5426,1174348800
14017,9965,1174348800
5515,4079,1174435200
4833,7182,1174435200
22042,81,1174521600
15189,1837,1174521600
15383,8000,1174694400
2221,3206,1174780800
4907,1973,1174867200
16397,1913,1174867200
8697,456,1174867200
14075,9463,1175040000
2651,10501,1175126400
5503,11241,1175212800
6607,10501,1175212800
3622,7773,1175299200
3622,6670,1175299200
9648,7455,1175385600
9657,10501,1175472000
21153,9463,1175644800
14676,9790,1175644800
9250,456,1175731200
9648,3699,1175731200
14676,10222,1176076800
14676,3656,1176076800
14676,8840,1176076800
22042,6485,1176163200
5515,7043,1176163200
16397,3172,1176163200
16397,8697,1176163200
3411,8356,1176249600
1510,3464,1176336000
16574,374,1176508800
9648,3281,1176508800
5503,1063,1176508800
10748,3206,1176595200
17789,6410,1176595200
4907,11224,1176595200
4907,10226,1176595200
9884,10501,1176940800
22046,950,1176940800
21162,10226,1177027200
16397,6163,1177113600
6035,9449,1177113600
2294,8356,1177200000
15476,4479,1177200000
1633,10520,1177200000
3331,5701,1177200000
16471,5692,1177286400
4108,7866,1177286400
5951,5331,1177286400
16397,10848,1177459200
8512,10222,1177459200
8466,646,1177459200
18336,8684,1177545600
18336,5051,1177545600
4723,374,1177545600
18336,489,1177545600
5503,5421,1177804800
1285,7917,1177977600
11540,7856,1178064000
4723,7856,1178064000
11158,3656,1178064000
19856,2187,1178064000
15684,10644,1178323200
13779,5701,1178323200
13113,11138,1178323200
14471,6769,1178409600
3724,9529,1178409600
20321,614,1178582400
15182,7932,1178582400
18845,8802,1178668800
1829,1045,1178755200
991,5866,1178928000
20017,9665,1178928000
6928,7498,1178928000
991,3691,1178928000
5503,2754,1179014400
15003,3206,1179100800
12847,209,1179187200
13113,3101,1179360000
1285,5957,1179446400
21680,11759,1179446400
12761,3260,1179532800
4098,10737,1179532800
455,2916,1179619200
14166,6537,1179619200
14166,11968,1179619200
1510,7650,1179619200
42,9665,1179705600
8355,5653,1179705600
4346,5030,1179964800
16395,8036,1179964800
14166,4143,1180137600
6154,9151,1180137600
13113,4731,1180224000
855,1217,1180310400
22000,2533,1180310400
4442,9965,1180396800
9337,2897,1180742400
158,5639,1180828800
17523,2556,1180915200
6408,4620,1181001600
17535,5268,1181001600
16868,7053,1181001600
18296,3656,1181088000
22330,9790,1181088000
22000,3101,1181088000
20366,6774,1181347200
10333,7856,1181433600
16310,11358,1181520000
1545,9318,1181606400
14783,10862,1181779200
6408,10211,1181779200
1285,8516,1181865600
9241,1875,1181952000
9241,2788,1181952000
9241,9437,1181952000
950,11665,1182038400
20285,5452,1182211200
19755,11904,1182211200
10591,263,1182297600
19084,7566,1182384000
1290,8792,1182556800
8581,2404,1182729600
16395,448,1182729600
7599,4369,1182902400
7599,6415,1182902400
5281,511,1182988800
7557,4684,1183075200
2337,2244,1183075200
16927,11057,1183161600
16927,4317,1183161600
19438,9463,1183161600
6867,8923,1183161600
21666,5925,1183248000
5503,2465,1183248000
21666,4656,1183248000
11338,7856,1183248000
5953,6518,1183248000
21666,8657,1183248000
16857,6936,1183248000
21666,5426,1183248000
6408,2516,1183334400
13154,663,1183334400
6408,8356,1183420800
1468,4361,1183593600
1312,4174,1183593600
21500,8561,1183593600
6224,5753,1183593600
22000,10568,1183680000
552,9449,1183852800
21209,10995,1183852800
17535,608,1183939200
3091,3206,1184025600
19056,5144,1184025600
10206,10501,1184025600
20199,642,1184112000
3094,3307,1184112000
5879,10644,1184198400
16115,10046,1184198400
16310,254,1184457600
10154,901,1184457600
17535,3281,1184457600
6194,11213,1184544000
12637,11801,1184544000
21162,9564,1184544000
18796,4056,1184544000
20199,5303,1184544000
13121,7543,1184544000
12857,43,1184630400
14471,7632,1184630400
18796,5122,1184716800
670,6218,1184803200
670,1341,1184803200
670,2508,1184803200
20199,3432,1184889600
17796,2305,1184976000
22330,2792,1185148800
13019,2837,1185148800
17927,6048,1185148800
18165,7829,1185235200
13557,5101,1185235200
19433,10364,1185321600
5503,2715,1185321600
5569,9163,1185408000
5569,6946,1185408000
19056,9463,1185494400
7287,8018,1185494400
19056,209,1185494400
2064,7550,1185580800
20199,10919,1185580800
333,11410,1185667200
16397,5453,1185753600
19743,5824,1185753600
19743,5957,1185926400
19438,4317,1186099200
14017,4684,1186099200
14017,6769,1186099200
11338,10996,1186185600
21997,6592,1186358400
17378,9954,1186531200
7877,12032,1186617600
7877,10280,1186617600
13594,5653,1186617600
15989,3206,1186704000
4492,1346,1186704000
14017,5431,1186876800
20199,1327,1186876800
19772,12039,1187049600
15729,7897,1187222400
7599,8814,1187222400
4966,3206,1187222400
1312,11004,1187308800
7037,2062,1187395200
21090,4533,1187740800
21090,5426,1187740800
21090,2957,1187740800
21090,5640,1187740800
6238,8744,1187740800
21153,5169,1187740800
8987,5779,1187827200
3655,7020,1187913600
6777,9973,1187913600
6673,4479,1188086400
11338,11917,1188086400
19988,9991,1188086400
15476,10592,1188259200
3981,6808,1188691200
6133,3656,1188864000
12459,8657,1189123200
12266,6343,1189123200
8676,3473,1189209600
18919,6642,1189296000
12190,9574,1189296000
12190,7709,1189296000
20104,9092,1189382400
3552,2516,1189382400
10526,4695,1189555200
14442,1276,1189641600
6059,1875,1189728000
1621,111,1189900800
1621,3313,1189987200
4304,9399,1189987200
13363,11101,1190246400
3552,2651,1190505600
3552,1875,1190505600
22000,7673,1190592000
13363,6067,1190678400
12227,10688,1190678400
20145,7691,1190764800
20060,383,1190764800
11301,641,1190937600
3597,5039,1190937600
17902,2244,1191283200
8840,5902,1191283200
22099,9392,1191283200
17902,2610,1191283200
15189,3535,1191456000
9282,3202,1191456000
13917,456,1191628800
14210,3712,1191628800
5476,7879,1191801600
5476,3596,1191801600
5476,5101,1191801600
3682,5664,1191888000
10979,7103,1191888000
19743,10222,1191888000
12347,11944,1191974400
5276,5208,1192060800
1130,11229,1192233600
15476,11839,1192320000
21934,6769,1192406400
1285,4174,1192406400
9513,6379,1192406400
2230,4333,1192492800
7937,7452,1192492800
18836,7992,1192492800
15065,9230,1192579200
730,1204,1192579200
15729,7992,1192665600
16666,7992,1192752000
3055,7992,1192752000
16881,7992,1192752000
15449,7992,1192838400
19319,6871,1192838400
16050,9635,1192838400
3552,7992,1192838400
12347,3206,1192838400
14087,7992,1192838400
16346,7992,1192924800
5274,7992,1192924800
13128,3206,1192924800
4536,7992,1192924800
6434,7992,1192924800
92,7992,1193011200
2084,7992,1193011200
22000,7992,1193011200
4854,7992,1193011200
22000,81,1193011200
10064,7992,1193097600
6684,7992,1193097600
5619,7992,1193097600
13791,7992,1193097600
6437,10288,1193184000
2052,7829,1193184000
6437,6509,1193184000
12315,7992,1193184000
4759,7992,1193184000
3763,9449,1193270400
13247,7992,1193270400
12849,7992,1193270400
6923,7992,1193270400
5911,5865,1193356800
12021,6852,1193356800
552,2142,1193356800
15987,7992,1193443200
13641,7992,1193529600
1189,7992,1193529600
8809,10520,1193529600
13241,7992,1193529600
22056,4979,1193616000
20237,7992,1193616000
3074,7992,1193616000
16232,6232,1193788800
850,9464,1193961600
21681,7992,1194048000
8809,11657,1194048000
2674,140,1194048000
17668,5692,1194134400
9648,4039,1194134400
7877,5691,1194134400
1800,9391,1194134400
20094,4468,1194134400
2674,823,1194134400
11069,7992,1194220800
2498,7992,1194220800
6133,7426,1194307200
7135,6882,1194307200
11158,4299,1194307200
6205,7992,1194307200
2052,10691,1194307200
16683,3206,1194393600
12105,7992,1194393600
21305,7856,1194393600
22287,7992,1194566400
22074,1180,1194566400
17256,3701,1194739200
1108,7992,1194739200
2311,11631,1194739200
2801,7992,1194739200
2311,7996,1194739200
1482,7992,1194825600
11158,2697,1194912000
11301,7992,1194998400
2735,7992,1195084800
10587,7992,1195084800
12295,7992,1195084800
19577,7992,1195084800
12887,7992,1195084800
15275,7992,1195084800
2036,7992,1195084800
21937,7992,1195084800
17556,7992,1195084800
15889,11265,1195084800
20891,6792,1195171200
19050,11807,1195171200
6736,5957,1195257600
8935,7992,1195257600
15729,7428,1195344000
6133,9396,1195430400
20259,1837,1195430400
3558,7992,1195430400
21305,9392,1195430400
20259,2035,1195430400
20259,4656,1195430400
19050,1968,1195516800
10381,2693,1195689600
10381,9449,1195689600
13040,1464,1195689600
455,10995,1195862400
19743,231,1195862400
406,7565,1195948800
4122,9053,1196035200
17885,5779,1196121600
4108,9536,1196121600
1130,10795,1196208000
7206,9104,1196294400
145,8877,1196380800
9279,5101,1196380800
3001,7376,1196467200
1112,2437,1196640000
21186,4602,1196640000
19927,1027,1196640000
12605,9163,1196726400
12605,4204,1196726400
1208,2265,1196899200
20017,3118,1196985600
2685,2358,1197072000
15182,5701,1197072000
2294,4605,1197072000
19056,1381,1197158400
1552,5455,1197244800
14471,6790,1197331200
5410,663,1197331200
14731,8356,1197331200
20505,5208,1197504000
10457,5860,1197504000
6224,2616,1197590400
6224,5093,1197763200
3121,11059,1197763200
1643,1430,1197763200
12754,5957,1197936000
19612,11115,1198022400
7571,7992,1198108800
2014,7992,1198108800
5503,3644,1198108800
18831,7992,1198108800
9693,7992,1198108800
11069,1063,1198108800
6869,11533,1198195200
17039,1568,1198281600
11069,1406,1198281600
15963,5066,1198368000
15863,2189,1198368000
5503,3260,1198368000
14312,7987,1198454400
21684,4656,1198454400
9619,5764,1198454400
18115,7987,1198627200
11097,1568,1198627200
2050,8929,1198713600
19743,10364,1198713600
2050,1703,1198713600
2050,11705,1198713600
5025,7987,1198800000
13791,7987,1198800000
21119,1818,1198800000
5025,7992,1198800000
4385,7987,1198800000
16346,7987,1198800000
1765,2144,1198800000
2050,9679,1198886400
8108,7987,1198972800
3981,9665,1199059200
152,9595,1199059200
15940,7987,1199059200
22297,5753,1199059200
152,1180,1199059200
9746,5867,1199059200
1245,2510,1199145600
1245,7673,1199145600
4975,7987,1199232000
9740,7987,1199232000
20045,9991,1199232000
15701,7987,1199318400
9513,11115,1199318400
19319,9683,1199318400
1510,10685,1199404800
4108,5603,1199491200
18962,339,1199577600
8959,7987,1199577600
19135,7987,1199664000
1775,7987,1199664000
19532,4656,1199664000
4122,5208,1199664000
19532,1341,1199664000
20974,7302,1199750400
2084,7987,1199750400
3960,8453,1199750400
15182,3206,1199750400
20974,10112,1199750400
22000,7987,1199836800
15498,4695,1199836800
879,656,1199923200
2801,7987,1199923200
879,10364,1199923200
879,9079,1199923200
879,9784,1200009600
3829,7987,1200009600
9250,9572,1200009600
879,2305,1200009600
15863,6114,1200009600
15498,3118,1200009600
879,11010,1200009600
879,2250,1200009600
18888,4329,1200096000
5503,7987,1200182400
7736,3206,1200182400
8157,7987,1200182400
14346,4204,1200182400
13010,2700,1200182400
1440,7987,1200182400
22297,2812,1200182400
3016,7987,1200268800
4716,7987,1200268800
14531,7987,1200268800
20285,1150,1200268800
5459,7987,1200441600
12295,7987,1200441600
8253,6451,1200441600
17138,7987,1200441600
13247,7987,1200441600
20173,9049,1200528000
8512,7987,1200528000
15449,7987,1200528000
18115,5460,1200528000
12729,7987,1200528000
9893,8356,1200614400
2756,4614,1200614400
1285,11705,1200614400
19532,11342,1200700800
11034,3724,1200787200
11034,1177,1200787200
22120,863,1200787200
11034,5833,1200787200
3556,3607,1200787200
18962,3630,1200873600
18115,6246,1200873600
18115,8413,1200873600
718,305,1200873600
20285,4333,1200873600
3985,4377,1200960000
20415,5145,1200960000
16619,2089,1200960000
3981,4377,1200960000
3985,5145,1200960000
8935,6137,1200960000
20415,4377,1200960000
16619,7482,1200960000
16232,3699,1200960000
6770,2461,1201046400
4975,6137,1201046400
9740,2461,1201046400
13791,6137,1201046400
879,2481,1201046400
11199,6137,1201046400
19517,2862,1201046400
879,10482,1201046400
3055,5145,1201046400
6770,5145,1201046400
3829,4377,1201046400
3655,383,1201046400
4489,4377,1201046400
8765,6137,1201132800
3829,3090,1201132800
6542,3780,1201132800
19034,6137,1201132800
19034,4377,1201132800
2735,5145,1201132800
6542,7352,1201132800
9809,6137,1201132800
1600,6137,1201132800
22042,1211,1201132800
9809,5145,1201132800
3552,10704,1201219200
11167,6137,1201219200
15498,10995,1201219200
21186,9829,1201219200
158,4890,1201219200
16031,62,1201219200
2322,3490,1201219200
158,952,1201219200
11167,5145,1201219200
3552,2461,1201219200
22048,6137,1201305600
18985,5145,1201305600
12691,5145,1201305600
5274,5145,1201305600
20285,3701,1201305600
9740,5145,1201392000
1228,4964,1201392000
20237,4377,1201392000
16346,5145,1201392000
21681,5145,1201392000
14900,10208,1201392000
20964,9699,1201392000
15891,6232,1201392000
7403,5145,1201478400
3655,3490,1201478400
6684,5145,1201478400
13641,2461,1201478400
13641,5145,1201478400
5601,5145,1201478400
13641,4377,1201478400
13641,6137,1201478400
1395,5145,1201564800
8474,6137,1201564800
8474,5145,1201564800
13241,5145,1201651200
16440,5145,1201651200
3558,5145,1201651200
14094,4377,1201651200
15511,11606,1201651200
17789,11138,1201737600
12105,5145,1201737600
15642,4377,1201737600
22000,4377,1201737600
256,5145,1201737600
2351,9985,1201737600
7865,5145,1201737600
16257,4377,1201737600
10350,6137,1201737600
12754,6004,1201824000
13247,5145,1201824000
12754,7079,1201824000
15007,4938,1201824000
21666,5145,1201910400
5503,5145,1201910400
11069,5145,1201996800
15729,11911,1201996800
21187,8504,1201996800
3138,1096,1201996800
10892,5145,1202083200
3890,5642,1202083200
879,8443,1202083200
3890,3175,1202083200
7852,5145,1202083200
4099,6137,1202083200
4205,3206,1202169600
18542,5145,1202169600
19577,5145,1202169600
19373,4914,1202169600
6205,5145,1202256000
12455,11533,1202256000
21187,3206,1202256000
13192,2616,1202342400
12755,7987,1202342400
19569,4377,1202342400
13192,8929,1202342400
14531,2461,1202428800
21612,11043,1202428800
5152,5779,1202428800
21612,5890,1202428800
3890,4619,1202515200
20705,10226,1202515200
13938,10043,1202515200
17138,5145,1202688000
4829,1211,1202688000
1440,6137,1202688000
9316,5145,1202774400
18963,5145,1202774400
17279,9077,1202774400
21187,6152,1202774400
9316,2461,1202774400
12754,7426,1202947200
2354,858,1202947200
19755,1436,1203033600
21090,5460,1203033600
6980,6137,1203033600
6980,7987,1203033600
6980,5145,1203033600
7004,1075,1203033600
13194,1138,1203033600
3552,4377,1203033600
4489,2461,1203120000
17902,6137,1203120000
17734,4377,1203206400
13500,11080,1203206400
16262,4377,1203206400
17393,5145,1203206400
8249,9947,1203292800
8249,7436,1203292800
6238,4910,1203292800
21141,823,1203292800
15929,5145,1203292800
21141,10816,1203292800
4385,5145,1203292800
12887,5145,1203292800
15182,11028,1203292800
15795,4377,1203292800
17535,1003,1203292800
6238,2358,1203292800
4759,6137,1203379200
8020,6137,1203379200
13564,6137,1203379200
21000,7352,1203465600
8959,2461,1203465600
4759,5145,1203465600
15701,5145,1203465600
6923,5145,1203552000
17556,4377,1203552000
2036,5145,1203552000
4582,5145,1203552000
1714,7987,1203552000
8512,5145,1203552000
19028,5145,1203552000
17556,6137,1203552000
8512,4078,1203552000
9567,5145,1203552000
16199,10501,1203638400
2065,11903,1203638400
12154,9421,1203638400
16199,975,1203638400
20285,949,1203724800
9612,11378,1203724800
8083,4377,1203811200
21009,2269,1203811200
19419,2604,1203897600
16846,2862,1203984000
12754,511,1203984000
11511,4035,1203984000
11511,5701,1203984000
16428,7543,1204156800
9466,4695,1204156800
16654,2235,1204243200
9138,1488,1204329600
2550,94,1204329600
10671,1003,1204416000
11511,641,1204416000
13054,9501,1204502400
20573,5145,1204502400
12731,6619,1204502400
8249,8977,1204502400
2434,11908,1204502400
15107,10501,1204502400
12156,8356,1204502400
13054,6565,1204502400
3558,4377,1204502400
14669,5642,1204502400
14669,7879,1204502400
15865,7992,1204502400
18194,9812,1204588800
6874,8516,1204588800
14097,5692,1204675200
21080,5145,1204675200
7572,7992,1204675200
7572,5145,1204675200
21141,5860,1204761600
1067,5145,1204761600
13241,6137,1204761600
16031,7001,1204848000
10704,6137,1204848000
4723,10187,1204848000
6434,4377,1204934400
1189,4377,1204934400
15449,2461,1204934400
13791,2461,1204934400
10175,6137,1204934400
1189,2461,1204934400
9619,10638,1205020800
7571,5145,1205020800
11167,4377,1205020800
8935,2461,1205020800
